address,choice.1,choice.2,choice.3,choice.4,voting_power,timestamp,author_ipfs_hash,reason
0x470FdE0dE20c6590CaE7036AA7DABe5dbe5d0fd6,,,60,40,0.5648508619503629,1698686897,bafkreifpet2yvuwlmapux4xzsjcs2qrzql7kdivw5hochqn77lkp6a5m6i,""
0x04Df798edaDe87D112a9B89E671f991A0661a24E,,,40,60,2.8242543097518147,1698687673,bafkreidcio54d332xs2zvwcl2xhkxbwhcrnz2lmjx2ebdvszcwv6wrzqn4,""
0x98625957C6b96eeECD040e5BD26bd42100D124B2,,,,1,0.01221229552728368,1698687697,bafkreidhplpdargxojfqcdi6nt2tinukqrcrzibbq74pkj6z3vl2qnjbwm,""
0xEa04a9Fe2CEf51B504e7da8cf1b859454AE27030,,,1,1,3.9539560336525406,1698699771,bafkreib55anxz2kmmfhindpdptv24tkabfajgrgl5rvqezrkg2ausgnls4,""
0xdAb4cc54a8BeA0cd7833c9a453E7F4C996b3D100,,25,50,25,4.369537123786586,1698718799,bafkreihqnr55rz2kpej3kfh32mum7p2ltm2zhvsvmj3leavbyki6fhltqm,""
0x228bBB661EF183d80cEc32a04c3A91f9151CBEbb,,,,33,33.891051717021774,1698719973,bafkreif3yomcjrsmpkuvix5cw2skzcdckhdlliekvm2wy5fhbqeir7bjqy,""
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,1,,,,1.1297017239007259,1698723351,bafkreiel7x3nmz7zv56k27wlymzy2bmmltw5q2nm3sxjaz6b3n52be6pza,""
0x0e04CAB2146752790F9D4a7d68806d0531f967CA,,,,1,13.629393236432534,1698781038,bafkreibwmbyxfx3t5w7infz6xd5apttz2rrc74wc6d2bjv4cgcc3ylancu,""
0x2120783b3794Aba5A099328b0c0b8BDdaDc250A0,,,,1,0.10816791357942088,1698795316,bafkreiddx2fv7ivp2qyu42s3ypodpzsh2jgkuqcs7sanlyolotgprngoay,""
0x7115b222b2CcdE533A27A75D3E8629832E6DC1e3,,,1,1,6.017633738472946,1698804143,bafkreigphnd7e2uabwryaywud32wbvv3vagm4tt4gdxasdnl2jzic4guwi,""
0x7AAEE144a14Ec3ba0E468C9Dcf4a89Fdb62C5AA6,,,,1,1.6945525858510888,1698806068,bafkreiheg4gajc2jyh4p2kwkvhlfddzf6izuhzjlflvfjpwhhhflrzptuu,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,,,1,206.17056461188247,1698814623,bafkreibzqvpbpqcrxr4zpz2x7js323v5ym5cp6l32qvnz5dcg5efezjcxy,""
0x22f2fC3A942c68b7e01E021bc49EEc3e8df360C1,,,1,2,0.020783732581710342,1698819114,bafkreiegboixssg6y7jupedvspctsuqh4auzk2qxm7ez5vp7gcumpnnwae,""
0x029F1c62662CbBfe79CE55B285FeE4E2db081a06,,,,1,18.617905145904473,1698835459,bafkreic7fnrhsdvjejtn2aiciuw7sezbnc5kzfmkslwti7ds7lrpgikwyu,""
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,,,,1,56.485086195036295,1698876435,bafkreiah4yiykbadt32zgrru2gh45cihw4zq64d7suwzelmtiapgvmtm4e,""
0xA67D2c03c3cfe6177a60cAed0a4cfDA7C7a563e0,,,,100,1.1449856392990059,1698876771,bafkreieixzypfobskzbptfhrbtkbw22rxxzkkje6kptphsqyu7cht7o6im,""
