address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,choice.8,voting_power,timestamp,author_ipfs_hash,reason
0xd67f2ED258deF09d5B7F0021482A5648D65562dC,,1,,1,1,,,1,1.2318900920038722,1703183271,bafkreiejyvkibmvhusfhl3d377rdsbeypk4w5nbalnksljzwfipastugbe,""
0x0e04CAB2146752790F9D4a7d68806d0531f967CA,,128,,,,,,,16.66207921859465,1703189092,bafkreies3cktqcwnketl6bwvj756cuqecetntaasy6uoijygouifxaxeqi,""
0x25612e8bd7683De22dA45D717D0493B0e96424b4,,,,,,,,1,1.2354351953875387,1703195900,bafkreiervjh3rxdgrbivwr6g2plsu5lin7cfoh3jzeaundghzohvxjfeze,""
0x05E959BA29a4ff2FbfC650da9048C81D6cD310E3,,,,,1,,,10,60.33041199788572,1703198081,bafkreicm4chhm7u4acf6j4qblswg2ax4xtupyn5gpid7stkzibwxbpo6su,""
0x08e166BDdc849CFd91084e828B5096085e8e0875,,,,2,,,,1,4.419431865348397,1703214436,bafkreiexy2iffurwz7uoh5b6fgr4gbtpsxsvk3yxkz7fhn6e3paurdi76q,""
0x906AfE716e75fBB69B22cAD01Ab19b43de32308b,,,,,,,,1,2.0923696404743075,1703218447,bafkreiem2tn23mogko46jheu66fp6a7mz6qgcwxfztrlfydotmucjbjqgm,""
0x20216577f78eE7D6d5b2b962C744a950efc77437,,1,,,,,,,22.787695555702673,1703218959,bafkreiaibbhbpoqtm64myoxizwkjjtnfkzvjgsmhspbpj33gvxfl2mqq2u,""
0x6D5a7597896A703Fe8c85775B23395a48f971305,,,,,,,69,,69.0536228960687,1703221113,bafkreifjku7qsbxvnsyjobnlq66u3qynbzl6a6mro6y2ht6ans42kxni6q,""
0x02cA76E87779412a77Ee77C3600D72F68b9ea68C,,,,,,,135,,134.99504768508325,1703221336,bafkreifqng4idytig6zzk5tcgdtr7l3zb6fc6n5qpl7exhv77vdtxycfpq,""
0x57ef2b98306D2c98F2FcEbBDd05090c75982AF72,1,,,,,,,,9.325059264058385,1703225802,bafkreibhf6wckfyuvdxh2odkckncjj75ppugonvxnog467y3imm6fkqr7y,""
0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872,,,,,,,1,,44.484175098453846,1703252658,bafkreiax6ltvp5kckizga5ymcm4vdci2nkob36xaqjeqsxfnuvzgr3nc3m,""
0x42b126099beDdCE8f5CcC06b4b39E8343e8F4260,,,,,,,100,,59.167297229005,1703254971,bafkreibrefd2iaew3elw2adklansetyjrky3dcmjo33yaruh3logiqyzua,""
0xc989Df5B623fa84E57e99eC9006283510Ea8C2eC,,,,,,,100,,31.399083362633466,1703255026,bafkreig37zdald2dgr6gk2l3zvc6io7f4zi252xq2embox6iyimf45hqze,""
0xC95f235896F5a82486Ab645596fC29b76e52900c,,,,,,,100,,1.094679986764295,1703255089,bafkreiam6fdf76wqwrmynrgxkkksryealpqcz3mx4r2gjc2smglmj7yaoe,""
0x1176F971277B12595AAB599d15EA80AFBb9CD711,,,,,,,100,,5.066394839055375,1703255118,bafkreihhcemsz4wjf5ylyn4fr5rhzaa4b7ujayfjnam3qfn65an3t2mf6e,""
0x7343D89A30C8768730B511B756bf1281c9250CDd,,,,,,,100,,5.115402857432201,1703255176,bafkreieafihuyad6xlmz22pb6trzgjhuvrel72yvek5v7irl4lnrpcz7iq,""
