address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,choice.7,voting_power,timestamp,author_ipfs_hash,reason
0x83F741fd08Ae9286589b3C618B9371F424196178,1,,,,,,,0.03729660537429949,1700739437,bafkreidhoryfmf23yy4riujhkyb2wjw6giywtdtmc3sbpccrtrf2cbpfqy,""
0xeB218E684001634c35D5fb09D6cB4bc768c51C99,,20,20,30,10,10,10,0.6667875790125991,1700747670,bafkreia4uft4rsp5kth2lszfxvrrvhfnzzhw2lx6unkwimlaoe3wa3mipu,""
0xEa04a9Fe2CEf51B504e7da8cf1b859454AE27030,,1,1,1,,1,,4.468106606610482,1700749922,bafkreiasrfibrjdv7sq7ujwyh7toh3qn4begidwr5oyeos3cmtzvz7w2mq,""
0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,,3,1,,,,2,0.38298056628089855,1700751995,bafkreiev5xpuce5oseu2cv6pfolzgn6ogp4p2cav6t7fjf5cy23gz25kzi,""
0xE9BD9bCE3B1AB61F380547EBaC49B4D0bfAE1c0C,,1,,,,,,0.5305334406527439,1700764841,bafkreifkadv2goauttbhcopukabjgjvkvx3g665d7nyxucvblqz6ygpltq,""
0xC5cd1095d8675AFb571Ef3a76EbaCF1fad8eF7b4,,,,100,,,,3.5355812007710767,1700766999,bafkreie6bjczaspxjayycvd3xk3adrdtjotsasw2ar6slcpk3mxhovwjky,""
0x9865cB8fF95DFFe019E9649972152F872e8393C3,,,,1,,1,,2.667779092972418,1700772346,bafkreie37y7bccuzszudexyop6b73ezsyf63usuk2l474vn2emjhm73i2e,""
0x05E959BA29a4ff2FbfC650da9048C81D6cD310E3,,,,,5,,1,51.46549081762246,1700772994,bafkreibq4lbopdp3vy5qpf5b64jxhvnyj2yyi6xlbho2fdce7vwdes5l2e,""
0x0e04CAB2146752790F9D4a7d68806d0531f967CA,,1,,,1,,,15.401684147595633,1700776261,bafkreiate2e5fqghcyprkk2mjoxl6ctre42aipdvkq7vnt5owxuuiekwci,""
0x40Fd143A27c58a93D1d4C3Ee19603426180a592C,,,,,,1,,7.724731199448068,1700776616,bafkreibsnmzrlpg6irhzrg2muff46ydbyjpisdi7v2axs6ub3atwx4ki2e,""
0xdAb4cc54a8BeA0cd7833c9a453E7F4C996b3D100,,20,35,20,5,5,10,7.837311966570832,1700790223,bafkreiai32s23rsyx2saxxvft6csbccvhufqfyaynyvtuoaozwuzhxq54m,""
0xF5d9CD9bC51a0A59598a5Bcd8eB6440002BE3e64,,6,1,,,4,1,0.010304675032760282,1700795156,bafkreih2wc5irnfok22nbknz4ths4znt74332q5u224sc5k6lf7mfiqxpa,""
0x6D5a7597896A703Fe8c85775B23395a48f971305,,,,,,,63.8,63.83009438014975,1700795477,bafkreigtcdsmpepajzj4hqdurvd3hxbrylocetqsnpx4telhff3csjd67u,""
0x02cA76E87779412a77Ee77C3600D72F68b9ea68C,,,,,,,78.97,78.97694939475772,1700795823,bafkreiexi52phuwi3vfyf55u3cu454cugwjwgiek4npzaeaphgvscam5fm,""
0x3295e39F9Ea9Db98929B52f076acb7D1535A23Cb,,,,,,,1,3.191504719007488,1700797614,bafkreid7jt2sxdxp25oeva4cc5be3sbk73t65j5ktvzikdnemezw3gl3du,""
0xd71FE69B6cd5E599992CE51746659aE195cF04F8,,100,,,,,,19.690257347666183,1700803311,bafkreicgah3j46xzgkpe7wj3cskaawrorq22rvcxziawu7flxant6hstmm,""
0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872,,,,,,,1,25.072390997239648,1700809986,bafkreibbokouteydu22o4z2uhx6hfx4xl2debkhqs3dgu7ez63u2vp4jsm,""
0xD619F816156EFfABF9dDab313cff6b46cad3Fbdd,,1,4,,6,,2,0.04727217102961215,1700810394,bafkreifguo3cqfv6qxunm7jryd5dcna7ko4ln5kx7exk27hmytuh6u2jby,""
0x3C9F71Ae57FEA4a2E38C9d413705Ed1FDcD9e3Da,,,,,,,100,48.683927504887656,1700813062,bafkreiaxttngytbqrjc2vs3t4s6x5laxupaw7gc7ov5ll3rmxkvm2bxmhq,""
0x888B9201b7247D0f8ab9a1473b894bDFe3df6a6b,,,,,,,100,3.1989559868605406,1700813171,bafkreibym7i5lviobxth5qnqdsapwzsy73amyjnzew7jmpuykk63aa5y5u,""
0xc989Df5B623fa84E57e99eC9006283510Ea8C2eC,,,,,,,100,18.3672543728994,1700813692,bafkreidj47atp4sqrpcwidavyi4stcpqus5qbfd7xlcukhrc755zcp46se,""
0x7343D89A30C8768730B511B756bf1281c9250CDd,,,,,,,100,3.637601296062879,1700813735,bafkreigb7duuobut3xvzzn6j2bhocau4uawdymb345vhch5iycwgliutkm,""
0x1176F971277B12595AAB599d15EA80AFBb9CD711,,,,,,,100,3.02347524474533,1700813801,bafkreigy4u6kfgjhjakcp35j625j7fziktadu6ldxdgg5lwlt5q7rvauom,""
0x91544E0d0ee6361152f06891b52E778B3614d253,,,,,,,1,2.5532037752059904,1700816869,bafkreiazdldrseccqjj4xgtbppqxgayjivylqfqtsilrl22gtwge7vsiui,""
0x2f463642fa60CB1f1fd1c57af25B34b7a9A99586,,,,,,,1,99.51998607319085,1700833855,bafkreieifdc7wuezafxrno3mxt4d3zwqloisv3j77vyushk5jo7imphrse,""
0x7C0B689A3003e0DBd2d37Ce15e8a2273d91bd7F6,,1,,,,,,0.9419325644830601,1700843004,bafkreidksgmmonfyolc4i5ijmsssfk7sey2irkl53n74lu25y3qbs3imhy,""
0xE53D3f2B99FE0Ed6C05977bC0547127836f0D78d,,,1,,,1,1,0.4335061135350047,1700843027,bafkreicpnub4beug5akci5hcm3g3fai5dwpmemnlm42tb3e3ftlx2pwmpu,""
0x04Df798edaDe87D112a9B89E671f991A0661a24E,,,,5,,,,3.191504719007488,1700851799,bafkreid3w3flatpwfmtwqayyqu5jeyu6yrkqwvsxzswwsnz3cottbzc37i,""
0xd67f2ED258deF09d5B7F0021482A5648D65562dC,,2,,2,2,2,,1.040969188546129,1700854498,bafkreig7233ry4h3raullfxowscthhccupsig26qwu7cdgb6somucd7w3a,""
0x08e166BDdc849CFd91084e828B5096085e8e0875,,2,,2,2,,,4.085126040329584,1700855191,bafkreihno3uxdwuf5cbhtybdw5lb4czwlws4bxbatkqs4rnstluky7w4se,""
0x7115b222b2CcdE533A27A75D3E8629832E6DC1e3,,,,,1,1,1,11.07223759047843,1700867417,bafkreif76jzgh377fe6bjcoojtpo3zuhvqkd2cwveaabietntd6237cwje,""
0x0e61dae710688C22d8f6D0C3Fdd1735d27dDff8f,,,,,,,21,20.679479791657666,1700867732,bafkreifbpcne6uy43xav2da4nhn7l5vafdhysiq7eoa422dxdtsx5ip65a,""
0x228bBB661EF183d80cEc32a04c3A91f9151CBEbb,,,,,,,13.9,13.958477071235727,1700877656,bafkreidvsshxkgha537wvphv5zhgioxwdbcvyjtq3sqqcnteqh7uywu73q,""
0x20216577f78eE7D6d5b2b962C744a950efc77437,,1,,,,,1,21.06393114544942,1700880482,bafkreifyaaqqn6ec4ruwpdwsshin3ourf2rrrqgdwxpz7demn725t6ejti,""
0xf8CaBD50f572295294FF401E70b70C612f91919f,,1,1,,1,,,1.420551051050784,1700932536,bafkreicheipechrsyqdi4u3feminqcsk2cry7ghhhorwanhnca6wpdqfja,""
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,,1,,,,,,31.915047190074876,1700963879,bafkreibgydjxk6caaorfxnxtudcm7vya4jk7efz7y2vsuwmzu3z5wr4roe,""
0x2F8742738E55B7e15d8c1AA213Af1Ff9289C7C6B,,,,,,,100,159.57523595037438,1700966254,bafkreidzh2dxgqb6kkivoip53cq3fqoj5rx5sqd4xj7y5di6sv3vlmd7zy,""
0x25612e8bd7683De22dA45D717D0493B0e96424b4,,,,1,,1,,0.5284698228037725,1700983836,bafkreibtxgn4zwdvdhrautx6zpbnqt7d7he2vqbozrm3sxq55iiezxyffa,""
0x63a4C82e410376702F83915777514607c4A66CD3,1,1,1,1,1,1,1,0.7054454650491883,1701002076,bafkreigsl7zoefzz5x67rv3czgxoe72whezygkdbc2i2jgd2ozgngplf3e,""
0x97e015422aD4B7F09DDBb434c5d42d2A0D5cBdA6,,,,,,,1,0.47609853627386645,1701006549,bafkreibn6v7eanq465aveq44bwv3mbazxqophen37znahulqee7lzvrmxe,""
0x98625957C6b96eeECD040e5BD26bd42100D124B2,,,,,,,1,0.09930504446957586,1701010769,bafkreid7f3steg6q37ummdv6mq4xlzqggwnvigqnjmt4qfx6sqzgqnyw5q,""
0x12478d1a60a910C9CbFFb90648766a2bDD5918f5,,,1,,,,,31.915047190074876,1701030069,bafkreihpcx4gkxp3vhqddk7bus5xw2eudjdjufg6w4ji7622bakfpswvqe,""
0xbe478151e2070B9D468De42EBF34275A9F35bF32,,,,,,,1,78.74603594360114,1701054273,bafkreiclbwvt2n2rjtmwwvlrxu4dxyv3dh2fnz6bqdpturnchbrq27n6tm,""
0xa8CC9BCf39E981e5629731A18e87A7FCaf4D72B3,,,,,,,1,9.574514157022463,1701055069,bafkreifduvm5zqfxmtjmba3moe2g273xandr6mc5si2g673b2wobuer4ci,""
0x906AfE716e75fBB69B22cAD01Ab19b43de32308b,,,,1,,,,1.7880488781375374,1701058287,bafkreigsgk6mo7moebw3lcqela53fyo4l4va45mzybyu426c2y2thxq2zy,""
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,,,,1,1,1,,21.36340861611418,1701085501,bafkreih2iexq3iq2pave7rubzutnkucg4fzd3uuhnqrs24xc2ktm3m64xm,""
0x029F1c62662CbBfe79CE55B285FeE4E2db081a06,,,,,,,1,25.48666932377954,1701117141,bafkreigbfva7aohvmtxxkll2lcuavkcga34dgdiqrwoitbklg5udcxq3gm,""
0x047064A07eAE3511751Eaa688C7BDa6EC494c99e,,,,,,,16,15.95412954582586,1701119630,bafkreicbpbrcrbvjajqo4xo4vv6kxe5hvdrmj7sek6qtjbojrnm2sbm2wq,""
0xFAf96688b8564597265FbFf5CA01E5B8FcA76D8B,,25,15,,15,10,10,3.0861702121157393,1701134538,bafkreigv3sl4h66fb6g7zq6q7wilza7sdpmsphppqbpgfvpfxdaep4gvri,""
0x6780ac060FdcBA20AE02A6197c84Bdc70CF8716B,,,,,,,1,28.16383150634183,1701171629,bafkreibdqtbqn5i532dm5dqjw64hvlkpiwdukbx2kwjybyt43v3qyqyote,""
0x392027fDc620d397cA27F0c1C3dCB592F27A4dc3,,,,,,,100,5.744708494213478,1701175781,bafkreiensdm3vhdwqusejzwajfkihxxen6ji5ijltmwqtt7bdgrz7mo2ui,""
0x53C40473DcdFd927C4201cCFE24E314a7D7C3584,,,,,,,1,0.04127923472455489,1701195197,bafkreiajqmzcon5vle3uknimc2vfy4bmo35242s4qk3blnfzawygl2s5ee,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,40,,25,15,10,,232.97984448754661,1701253939,bafkreicbfvsl7b4gfqwb27qbmaufmkg2we52tyvibo3hjaygmo7z7wn3f4,""
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,,1,,,,,,1.2766018876029952,1701294124,bafkreienc2nbug2pk253yjhhumhdry64pyhnyzibgxqrxtir2eovkbjf4m,""
