address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,voting_power,timestamp,author_ipfs_hash,reason
0xD619F816156EFfABF9dDab313cff6b46cad3Fbdd,,2,2,,3,,0.011769978233251746,1695864661,bafkreicj2pynmxek45de6l565nzyvylx3h7bdar6lpbx2fy26pn4fgm6iq,""
0xE9BD9bCE3B1AB61F380547EBaC49B4D0bfAE1c0C,,1,,,,,0.11573972783001887,1695865019,bafkreicqyezm5ctdjfjecbtwwmlgecpoy7hfrl6nejhkff7ara6la4qdpa,""
0x2f463642fa60CB1f1fd1c57af25B34b7a9A99586,,,,,1,,25.286360606455176,1695884834,bafkreicmh3gcpqhzn7tdfuw3j2cbdxmbcdswxxutjfx2vonl6jshp755n4,""
0x19636BF1F0bB0e813D316A73Cc91f03153b6Db41,1,,,,,,0.907936911869308,1695885124,bafkreie46l7y6aszqajvjmq6nzujqv4wavvnsxt7zfdnmotl37zev6pjle,""
0x894b87dfB9e79082d2D0Ac7c16cE40658afd42D1,,100,,,,,1.3372773326103002,1695887255,bafkreigk6tpqndl7pbilz2j53gfuruwldcp76iitpfn3eipvqwx7sa2aoy,""
0x32d6306EC178Bcefe7b8D7302689376b42b047eE,,1,,,,,1.6492624631145318,1695894836,bafkreihqylu6lu7ajbnuiblmzb55mv4aomehgl26a4bgrhc2sordhpkzwm,""
0x2120783b3794Aba5A099328b0c0b8BDdaDc250A0,,1,,,,,0.08456617095573335,1695903675,bafkreihzziyo4ps4fnbapa5cxzjp7qaeen7c4cykjzsggzjrhnz7tnktmy,""
0x3Ba6eB0e4327B96aDe6D4f3b578724208a590CEF,,1,,,,,0.2723810735607924,1695911664,bafkreihqwpiy6sxhfjol25dm7nwlcfuazqd2ricpisqrw4rnnh7lxayxmm,""
0xd67f2ED258deF09d5B7F0021482A5648D65562dC,,4,1,4,4,2,0.16821826694299918,1695918572,bafkreie7rrinesepf7hqzkq6oqqh3blbaeedwzgxzzxg5ygdaxe5ywfahy,""
0xE53D3f2B99FE0Ed6C05977bC0547127836f0D78d,1,,,,,,0.203374039433551,1695919576,bafkreiaqryjoxue74qnvnwmzdaure5hsx6xspo7vlvnpxrfuhsbxojtasq,""
0x20216577f78eE7D6d5b2b962C744a950efc77437,,1,1,,1,,14.980959045843582,1695921981,bafkreic2qyhbzbszklexk25rqgnt7gaox7ex7eiefobvvewikcl5ek6h2i,""
0x9865cB8fF95DFFe019E9649972152F872e8393C3,1,,,,,,0.8873296999642601,1695932364,bafkreihlsr2ed5vydnqxn6fepg4ewcpvhammnp2dwppzvizi5nkabvhsyy,""
0x314C0695273Ba259Bb60074f2C92c67AC7ae6D40,,1,,1,,1,5.90777320825886,1695935719,bafkreig7l37w5dh3jpuyzuclrnn654i66ya72u5r575cfuee4hsubielx4,""
0x541f765648be39596cE466cbcb547e40db3fD05a,,13,,,,,0.5102798387594714,1695951085,bafkreiespwofyb5yktgj4qj7d6pwgw2hoof6wttpxbgpnvmbg472ckzyzi,""
0x3295e39F9Ea9Db98929B52f076acb7D1535A23Cb,,1,,,1,,2.26984227967327,1695957126,bafkreiebzyh2qg4lkixmfnz3e6yajulksuvdfbkgebf2clc4f7j34gmp34,""
0x304e9A1ecE71B1936E3436936fc4b523D199517d,,1,,,,,3.9178165769231508,1696000283,bafkreifkzn4znjvm4p55lauhc4q7c43cneq36ocuoz4icitg43ly52v2dm,""
0x7C0B689A3003e0DBd2d37Ce15e8a2273d91bd7F6,1,,,,,,0.41278617311151233,1696004760,bafkreiblrranvauxe2niroo5xspudotvypc7ngtjfpjlnswqhsqwlvfnbq,""
0x22f2fC3A942c68b7e01E021bc49EEc3e8df360C1,,,,,1,,0.016703805595868832,1696012318,bafkreihq35maqatrbznwnbiwq4apxba4rgcrxzqhxfyzpyzhdydrbu5tiu,""
0xEa04a9Fe2CEf51B504e7da8cf1b859454AE27030,,,,3,,1,3.177779191542578,1696031361,bafkreiejwg7dwnqimd3tfshcjmnzfeeflkw37ansnzf34if654sbsvr5ru,""
0x2F2AD3E2C160d3De9503BB63b864EE8358Cc5050,,100,,,,,16.57449410806767,1696032258,bafkreid42zmql24ivty6dbsuojfcxqafvrvhfflrxo6r4etzfh6atsuxcy,""
0x95adAec801B3e8cb7aa90c6922E23dC987cA2bBf,,10,2,,10,,0.4541084962253673,1696123232,bafkreibspts6eatel6zf2p5pytk6qsr35gmgyvqjt3hw2nhzw35an7hpn4,""
0x7AAEE144a14Ec3ba0E468C9Dcf4a89Fdb62C5AA6,,1,,,,,1.361905367803962,1696171119,bafkreicmw4vjpps4bkpqwvodryrxv2bgg2divrmizli5t7inmhxafny27i,""
