address,choice.1,choice.2,choice.3,choice.4,choice.5,choice.6,voting_power,timestamp,author_ipfs_hash,reason
0x324b6194AC36Ad9A94d5125920580459a573e184,,4,1,,,,5.5780443729166596,1696186875,bafkreid3z2pfy5lkceegz7urnpunohd4n7mgoz7cghocw2wfchajj3lqr4,""
0xFFcFA5F7b994AEB4c6931e0A6Cd95d8984e038CE,,1,,1,,1,1.815873823738616,1696196799,bafkreiejyjupwfxzfcwsxdnxlksk43tbzhvvpb7tmms6cjw7tzivo4blo4,""
0xa8CC9BCf39E981e5629731A18e87A7FCaf4D72B3,,2,3,,2,1,6.80952683901981,1696208393,bafkreig3cwgs4i2iby4pi3mhcfvoqtk5fk5eh4r73dcfcyhosiliggzvui,""
0xb957DccaA1CCFB1eB78B495B499801D591d8a403,,,1,,,,0.08879397650457421,1696212259,bafkreigjtslsgyyplsnjscedsps3f34b74zq5aagkp4towghyn7ow56fly,""
0x7BFEe91193d9Df2Ac0bFe90191D40F23c773C060,,,1,,,,22.6984227967327,1696257780,bafkreicwsjdns7isvmkrpw7lldojuyykrvjtczbjcn22cdpdlmefsatbim,""
0x7609c725d6BC864e83d39B1b4fbe2676d134e47B,,,100,,,,4.2661512826534445,1696288891,bafkreicmo5unjiinpp4zsrtunxmxlbhyfjw3zgq2eyrgl45l5xbs5sl36e,""
0x3B15CEc2d922Ab0Ef74688bcC1056461049f89CB,,,43,,,,0.000039428349133693,1696289326,bafkreib7fjktqzrdops7lnzyolfioemiwqnfilepra6momy6hfbmhouj3e,""
0xdAb4cc54a8BeA0cd7833c9a453E7F4C996b3D100,,30,30,29,10,10,0.997095054385392,1696364445,bafkreic2dmsuaifqmjxcl3w6bus37z3esoyf64np5u2eeltybre63dpdki,""
0x4d0bddEc656ED7C3b33AB581b6f14c9ab5C205d4,,30,40,20,60,15.6985,165.6984864161487,1696408298,bafkreidvn2ezamh67f6vvkiedbrt72cga2nldz3oqisl3a3pzcskh4irua,""
0x20EADfcaf91BD98674FF8fc341D148E1731576A4,1,,,,,,45.3968455934654,1696412382,bafkreifyaqku5rh37du357fnkmitxvtrk3ndh7vjv4bozqsuvzhszvtt6q,""
0xE04234C17F90C4636b27da795C98D3F5Ab4ACC4d,,,,1,,,0.05628966595195382,1696414877,bafkreic67yal2n3ghcmzsdbfukdxrgnsc57g37txmh32ohdsromag6rg7e,""
0x2F8742738E55B7e15d8c1AA213Af1Ff9289C7C6B,,3,,3,4,,113.4921139836635,1696426072,bafkreice46z5u3tdwa6gsrsfoxyur44maeuxhmfoxh2ibe22iikldinwfa,""
0xEbDb626C95a25f4e304336b1adcAd0521a1Bdca1,,,,,,1,28.14604426794855,1696437452,bafkreiaz2d4dvgyku3uhtc6gzivrrnll5jrrsfhii6hkyevzgetoovaf4e,""
